# Acce x,Acce y,Acce z,Gyro x,Gyro y,Gyro z,Magn x,Magn y,Magn z,Position x,Position y,Position z,Voltage,UWB ID,UWB distande
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
20,-144,-8000,-75,79,20,-8450,-11776,-13571,2350,1473,-82,7316,33,2345
44,-232,-8048,-67,76,36,-6146,-12288,-14851,2347,1457,-82,7316,33,2383
44,-232,-8048,-67,76,36,-6146,-12288,-14851,2347,1457,-82,7316,33,2383
44,-232,-8048,-67,76,36,-6146,-12288,-14851,2347,1457,-82,7316,33,2383
44,-232,-8048,-67,76,36,-6146,-12288,-14851,2347,1457,-82,7316,33,2383
44,-232,-8048,-67,76,36,-6146,-12288,-14851,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2347,1457,-82,7316,33,2383
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2355,1457,-104,7316,33,2336
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2355,1457,-104,7316,33,2336
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2355,1457,-104,7316,33,2336
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2355,1457,-104,7316,33,2336
28,-140,-8016,-77,91,49,-7170,-11264,-14339,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2355,1457,-104,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2373,1474,-57,7316,33,2336
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2373,1474,-57,7316,33,2355
52,-128,-8020,-88,85,33,-8962,-13312,-16643,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-136,-7976,-71,99,22,-7170,-9984,-13059,2373,1474,-57,7316,33,2355
40,-144,-8044,-72,75,26,-8706,-10240,-13315,2359,1471,-112,7316,33,2364
40,-144,-8044,-72,75,26,-8706,-10240,-13315,2359,1471,-112,7316,33,2364
40,-144,-8044,-72,75,26,-8706,-10240,-13315,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
-28,-88,-8064,-88,70,22,-6402,-9984,-11011,2359,1471,-112,7316,33,2364
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2353,1446,131,7316,33,2336
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2353,1446,131,7316,33,2336
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2353,1446,131,7316,33,2336
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
8,-96,-8068,-70,83,22,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
-60,-168,-8016,-68,89,15,-7426,-11008,-13315,2349,1449,-59,7316,33,2374
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
20,-148,-7972,-68,102,15,-5890,-11776,-13571,2363,1480,-116,7316,33,2355
-8,-148,-8036,-58,94,39,-7170,-9984,-15619,2363,1480,-116,7316,33,2355
-8,-148,-8036,-58,94,39,-7170,-9984,-15619,2329,1395,-67,7316,33,2374
-8,-148,-8036,-58,94,39,-7170,-9984,-15619,2329,1395,-67,7316,33,2374
-16,-88,-8000,-81,78,35,-7426,-12288,-14595,2329,1395,-67,7316,33,2374
-16,-88,-8000,-81,78,35,-7426,-12288,-14595,2329,1395,-67,7316,33,2374
0,-120,-8044,-92,73,16,-8450,-9984,-14851,2343,1497,-80,7316,33,2355
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2357,1445,188,7316,33,2345
60,-112,-8036,-42,101,37,-6658,-8960,-14595,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2339,1465,-69,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2370,1445,-122,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2370,1445,-122,7316,33,2374
-48,-180,-7976,-53,91,26,-7682,-9216,-14339,2370,1445,-122,7316,33,2374
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
16,-232,-7992,-75,67,41,-7426,-12288,-13827,2370,1445,-122,7316,33,2392
52,-148,-8040,-87,89,21,-7426,-10240,-13827,2370,1445,-122,7316,33,2392
52,-148,-8040,-87,89,21,-7426,-10240,-13827,2370,1445,-122,7316,33,2392
52,-148,-8040,-87,89,21,-7426,-10240,-13827,2370,1445,-122,7316,33,2392
-16,-104,-7992,-53,78,11,-7682,-9984,-14339,2352,1416,-139,7316,33,2374
-16,-104,-7992,-53,78,11,-7682,-9984,-14339,2352,1416,-139,7316,33,2374
-16,-104,-7992,-53,78,11,-7682,-9984,-14339,2352,1416,-139,7316,33,2374
12,-148,-8056,-62,92,29,-8450,-10496,-13059,2338,1418,-155,7316,33,2355
-52,-108,-8040,-84,79,-1,-8450,-14592,-14851,2338,1418,-155,7316,33,2355
-52,-108,-8040,-84,79,-1,-8450,-14592,-14851,2338,1418,-155,7316,33,2355
-52,-108,-8040,-84,79,-1,-8450,-14592,-14851,2349,1452,-115,7316,33,2355
12,-168,-8044,-80,79,51,-7682,-10496,-16131,2326,1435,-111,7316,33,2355
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2326,1435,-111,7316,33,2374
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2326,1435,-111,7316,33,2374
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2326,1435,-111,7316,33,2374
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2326,1435,-111,7316,33,2374
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2356,1486,-84,7316,33,2374
-52,-140,-8056,-74,96,13,-9218,-7680,-14595,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2356,1486,-84,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2365,1481,-69,7316,33,2374
20,-88,-7992,-36,99,13,-6402,-12544,-17411,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-16,-136,-8052,-79,82,22,-7682,-9984,-15619,2365,1481,-69,7316,33,2392
-12,-168,-8016,-65,103,28,-6402,-9984,-13059,2359,1463,-84,7316,33,2392
-12,-168,-8016,-65,103,28,-6402,-9984,-13059,2359,1463,-84,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2359,1463,-84,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
32,-208,-8020,-74,83,13,-7682,-8448,-12291,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2347,1457,-93,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2363,1470,-38,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2363,1470,-38,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2363,1470,-38,7316,33,2374
-24,-132,-8032,-59,64,1,-5890,-9984,-14339,2363,1470,-38,7316,33,2374
-60,-176,-8036,-38,67,35,-6658,-11008,-15107,2363,1470,-38,7316,33,2374
-60,-176,-8036,-38,67,35,-6658,-11008,-15107,2363,1470,-38,7316,33,2374
-60,-176,-8036,-38,67,35,-6658,-11008,-15107,2363,1470,-38,7316,33,2374
-60,-176,-8036,-38,67,35,-6658,-11008,-15107,2363,1470,-38,7316,33,2374
-60,-176,-8036,-38,67,35,-6658,-11008,-15107,2363,1470,-38,7316,33,2374
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2363,1470,-38,7316,33,2374
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2331,1466,-61,7316,33,2374
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2331,1466,-61,7316,33,2355
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2331,1466,-61,7316,33,2355
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2331,1466,-61,7316,33,2355
24,-116,-7988,-58,82,32,-9730,-9216,-13059,2331,1466,-61,7316,33,2355
-32,-104,-7996,-84,99,8,-7682,-13312,-14851,2373,1456,-129,7316,33,2383
-32,-104,-7996,-84,99,8,-7682,-13312,-14851,2373,1456,-129,7316,33,2449
-32,-104,-7996,-84,99,8,-7682,-13312,-14851,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2373,1456,-129,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2371,1454,-152,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2371,1454,-152,7316,33,2449
-20,-160,-7964,-75,82,53,-6402,-11264,-13059,2371,1454,-152,7316,33,2449
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
44,-108,-8012,-70,68,35,-7170,-13824,-16131,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2371,1454,-152,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2420
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2336
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2336
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2336
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2336
68,-100,-8072,-74,87,11,-8962,-12544,-14339,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2341,1463,-80,7316,33,2336
16,-156,-8044,-90,68,34,-7682,-11264,-13059,2353,1483,-89,7316,33,2336
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2369,1426,-108,7316,33,2411
12,-132,-8048,-42,107,44,-8706,-10240,-13827,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
60,-156,-8040,-53,81,25,-9730,-13312,-14851,2346,1448,-84,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2346,1448,-84,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2346,1448,-84,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2346,1448,-84,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2346,1448,-84,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2349,1464,-92,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2349,1464,-92,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2349,1464,-92,7316,33,2355
64,-128,-8004,-49,97,35,-6658,-8192,-13315,2349,1464,-92,7316,33,2355
4,-140,-8004,-66,91,32,-7682,-11264,-13571,2342,1433,-99,7316,33,2355
4,-140,-8004,-66,91,32,-7682,-11264,-13571,2342,1433,-99,7316,33,2364
4,-140,-8004,-66,91,32,-7682,-11264,-13571,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
64,-132,-8004,-67,93,25,-9730,-11776,-13059,2342,1433,-99,7316,33,2364
-36,-104,-7984,-47,77,15,-7426,-8960,-13827,2336,1432,-90,7316,33,2374
-36,-104,-7984,-47,77,15,-7426,-8960,-13827,2336,1432,-90,7316,33,2374
-36,-104,-7984,-47,77,15,-7426,-8960,-13827,2336,1432,-90,7316,33,2374
-36,-104,-7984,-47,77,15,-7426,-8960,-13827,2336,1432,-90,7316,33,2374
-36,-104,-7984,-47,77,15,-7426,-8960,-13827,2336,1432,-90,7316,33,2374
0,-148,-8000,-58,103,29,-9218,-11520,-15107,2336,1432,-90,7316,33,2374
0,-148,-8000,-58,103,29,-9218,-11520,-15107,2336,1432,-90,7316,33,2374
0,-148,-8000,-58,103,29,-9218,-11520,-15107,2349,1487,-65,7316,33,2336
0,-148,-8000,-58,103,29,-9218,-11520,-15107,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
16,-112,-8032,-49,76,23,-8706,-10240,-12547,2349,1487,-65,7316,33,2336
